district,year,month,count
DHULE,2017,3,517
PARBHANI,2017,3,1979
YEVATMAL,2018,12,1106
JALNA,2018,12,824
AMRAVATI,2018,12,690
AHMADNAGAR,2018,12,1092
OSMANABAD,2018,12,550
WASHIM,2018,12,978
BEED,2018,12,788
AKOLA,2018,12,715
GADCHIROLI,2018,12,55
PARBHANI,2018,12,706
NANDED,2018,12,1477
BULDANA,2018,12,1181
AMRAVATI,2017,3,1422
KOLHAPUR,2017,3,747
JALNA,2017,3,2010
AKOLA,2017,3,1676
LATUR,2017,3,1722
BEED,2017,3,2258
PUNE,2017,3,1417
BULDANA,2017,3,2452
CHANDRAPUR,2017,3,415
JALGAON,2017,3,1198
SANGLI,2017,3,989
AURANGABAD,2017,3,1844
YEVATMAL,2017,3,1943
NAGPUR,2017,3,634
SATARA,2017,3,775
OSMANABAD,2017,3,1828
HINGOLI,2017,3,1402
WASHIM,2017,3,1536
NANDED,2017,3,3017
AURANGABAD,2018,12,713
LATUR,2018,12,689
PUNE,2018,12,489
JALGAON,2018,12,483
GONDIYA,2017,3,172
NANDURBAR,2017,3,90
WARDHA,2017,3,452
DHULE,2018,12,202
KOLHAPUR,2018,12,235
CHANDRAPUR,2018,12,279
HINGOLI,2018,12,566
BHANDARA,2018,12,158
GONDIYA,2018,12,93
GADCHIROLI,2017,3,107
SINDHUDURG,2017,3,35
0,2017,3,174
RATNAGIRI,2017,2,71
BHANDARA,2017,2,198
THANE,2017,3,103
WARDHA,2018,12,262
GONDIYA,2017,2,134
0,2017,2,168
BULDANA,2010,5,328
AHMADNAGAR,2010,5,507
NAGPUR,2010,5,77
NANDED,2010,5,284
JALGAON,2010,5,228
AURANGABAD,2010,5,427
YEVATMAL,2010,5,159
AMRAVATI,2010,5,179
NANDURBAR,2017,2,85
GADCHIROLI,2017,2,60
SINDHUDURG,2017,2,33
RATNAGIRI,2020,10,12
RAIGARH,2016,9,25
THANE,2016,9,58
AURANGABAD,2012,1,182
AHMADNAGAR,2012,1,280
THANE,2012,1,19
AMRAVATI,2012,1,107
SOLAPUR,2012,1,131
BULDANA,2012,1,171
KOLHAPUR,2012,1,32
JALGAON,2012,1,123
WASHIM,2012,1,98
SANGLI,2012,1,60
PARBHANI,2012,1,128
NASIK,2012,1,246
NANDED,2012,1,94
NAGPUR,2015,6,845
GADCHIROLI,2015,6,78
RAIGARH,2015,6,27
NANDURBAR,2015,6,110
GADCHIROLI,2017,11,99
RATNAGIRI,2015,6,50
GONDIYA,2015,6,135
CHANDRAPUR,2015,6,403
MUMBAI,2017,11,45
NANDURBAR,2017,11,73
NAGPUR,2012,1,59
OSMANABAD,2012,1,85
MUMBAI,2015,6,39
THANE,2015,6,86
NASIK,2022,6,659
AMRAVATI,2022,6,963
GADCHIROLI,2022,6,55
LATUR,2022,6,488
SOLAPUR,2022,6,920
NAGPUR,2022,6,481
MUMBAI,2014,12,41
NASIK,2016,2,3550
SOLAPUR,2016,2,4718
PARBHANI,2016,2,2306
NANDED,2016,2,2740
JALNA,2016,2,2322
BULDANA,2016,2,3448
AHMADNAGAR,2016,2,4796
BHANDARA,2016,2,378
PUNE,2016,2,2094
WASHIM,2016,2,1673
AMRAVATI,2016,2,2044
PUNE,2014,1,1793
AKOLA,2014,1,1302
AHMADNAGAR,2014,1,4137
BEED,2014,1,2080
AMRAVATI,2014,1,1416
LATUR,2014,1,1141
KOLHAPUR,2014,1,713
NAGPUR,2014,1,737
HINGOLI,2014,1,1227
JALGAON,2014,1,1771
AURANGABAD,2014,1,2111
PARBHANI,2014,1,1675
YEVATMAL,2014,1,1476
BHANDARA,2014,1,302
NANDED,2014,1,2212
WARDHA,2014,1,434
DHULE,2014,1,598
WASHIM,2014,1,1019
OSMANABAD,2014,1,1507
NASIK,2014,1,3103
JALNA,2014,1,1960
SOLAPUR,2014,1,3049
SATARA,2014,1,940
BULDANA,2014,1,2387
SANGLI,2014,1,1237
BHANDARA,2019,7,411
WARDHA,2019,7,1198
SATARA,2019,7,618
CHANDRAPUR,2013,6,346
PUNE,2013,6,1134
WASHIM,2013,6,1102
AHMADNAGAR,2013,6,3694
SANGLI,2013,6,991
AMRAVATI,2013,6,1198
AURANGABAD,2013,6,2740
BULDANA,2013,6,2558
BEED,2013,6,1985
AKOLA,2013,6,1268
JALGAON,2013,6,1767
JALNA,2013,6,2643
HINGOLI,2013,6,1093
KOLHAPUR,2013,6,781
NAGPUR,2013,6,774
NANDED,2013,6,2364
SATARA,2013,6,812
DHULE,2013,6,672
YEVATMAL,2013,6,1632
OSMANABAD,2013,6,1327
NASIK,2013,6,3073
SOLAPUR,2013,6,2050
BHANDARA,2013,6,257
PARBHANI,2013,6,1543
WARDHA,2013,6,567
CHANDRAPUR,2014,1,327
NANDURBAR,2014,1,198
GONDIYA,2014,1,121
RAIGARH,2014,1,86
THANE,2014,1,219
BEED,2016,2,2697
AKOLA,2016,2,2625
LATUR,2016,2,1444
YEVATMAL,2016,2,2287
HINGOLI,2016,2,1529
NAGPUR,2016,2,1057
JALGAON,2016,2,2007
AURANGABAD,2016,2,3154
SATARA,2016,2,1388
OSMANABAD,2016,2,1872
SANGLI,2016,2,1357
RATNAGIRI,2014,1,77
NAGPUR,2019,7,1899
LATUR,2013,6,1087
NANDURBAR,2013,6,165
RAIGARH,2013,6,52
GONDIYA,2013,6,140
GADCHIROLI,2014,1,79
AURANGABAD,2022,6,888
PUNE,2022,6,324
KOLHAPUR,2022,6,314
BHANDARA,2022,6,85
THANE,2014,6,82
MUMBAI,2014,6,25
SINDHUDURG,2014,6,39
BEED,2018,6,2581
AURANGABAD,2018,6,3026
AKOLA,2018,6,1973
BULDANA,2018,6,4610
WASHIM,2018,6,3304
NANDED,2018,6,4866
YEVATMAL,2018,6,4045
PARBHANI,2018,6,3554
SANGLI,2018,6,859
AMRAVATI,2018,6,2056
AHMADNAGAR,2018,6,3204
JALGAON,2018,6,2635
CHANDRAPUR,2018,6,978
SOLAPUR,2018,6,2843
LATUR,2018,6,1963
DHULE,2018,6,747
BHANDARA,2018,6,260
HINGOLI,2018,6,2163
NASIK,2018,6,2605
THANE,2018,6,101
KOLHAPUR,2018,6,625
JALNA,2018,6,2814
NAGPUR,2018,6,1291
OSMANABAD,2018,6,1601
PUNE,2018,6,1035
GADCHIROLI,2018,6,129
PALGHAR,2017,3,21
WARDHA,2018,6,1033
NANDURBAR,2018,6,112
MUMBAI,2014,1,59
9999,2014,1,88
SINDHUDURG,2013,6,34
THANE,2013,6,78
RATNAGIRI,2013,6,27
BHANDARA,2017,3,231
Mumbai Suburban,2014,1,26
MUMBAI,2016,11,57
Mumbai Suburban,2014,12,6
CHANDRAPUR,2016,2,664
KOLHAPUR,2016,2,917
THANE,2016,2,285
DHULE,2016,2,1373
WARDHA,2016,2,719
SINDHUDURG,2014,1,61
THANE,2013,12,106
WARDHA,2013,12,527
RAIGARH,2013,12,41
GADCHIROLI,2014,6,50
GADCHIROLI,2017,9,180
THANE,2021,9,40
MUMBAI,2013,12,38
9999,2013,12,43
GADCHIROLI,2013,6,60
0,2013,6,2
0,2016,2,420
MUMBAI,2016,2,106
SINDHUDURG,2016,2,58
GONDIYA,2010,9,5
RAIGARH,2021,9,10
GONDIYA,2016,2,329
RATNAGIRI,2016,2,90
NANDURBAR,2016,2,163
SATARA,2017,9,418
GONDIYA,2017,9,184
GADCHIROLI,2016,2,93
CHANDRAPUR,2017,9,945
0,2017,9,389
NANDURBAR,2017,9,137
RATNAGIRI,2017,9,41
DHULE,2017,8,833
0,2017,8,219
GONDIYA,2016,5,82
LATUR,2016,5,651
SANGLI,2016,5,590
AHMADNAGAR,2016,5,1948
AURANGABAD,2016,5,1440
NANDED,2016,5,1314
0,2016,5,132
SOLAPUR,2016,5,1690
JALGAON,2016,5,896
GONDIYA,2016,8,214
MUMBAI,2016,8,21
DHULE,2016,5,593
GONDIYA,2017,8,160
OSMANABAD,2017,8,1742
JALGAON,2017,8,2912
BHANDARA,2017,8,270
GADCHIROLI,2017,8,151
JALNA,2022,6,846
CHANDRAPUR,2022,6,314
GONDIYA,2019,7,332
KOLHAPUR,2019,7,488
NANDURBAR,2019,7,201
SINDHUDURG,2019,7,33
SATARA,2018,6,581
RAIGARH,2017,3,47
GONDIYA,2018,6,184
THANE,2020,3,41
BHANDARA,2016,8,336
NAGPUR,2018,12,361
GADCHIROLI,2016,8,174
YEVATMAL,2012,7,417
NASIK,2012,7,739
AHMADNAGAR,2012,7,769
OSMANABAD,2012,7,226
NANDED,2012,7,696
NAGPUR,2012,7,276
AURANGABAD,2012,7,812
LATUR,2012,7,313
JALNA,2012,7,758
BEED,2012,7,529
DHULE,2012,7,141
PUNE,2012,7,192
PARBHANI,2012,7,510
AMRAVATI,2012,7,366
BULDANA,2012,7,933
JALGAON,2012,7,739
THANE,2018,12,30
NANDURBAR,2018,12,41
HINGOLI,2012,7,337
WASHIM,2012,7,471
AKOLA,2012,7,353
SATARA,2012,7,115
SOLAPUR,2012,7,379
SANGLI,2012,7,171
SATARA,2010,10,83
NANDED,2010,10,233
DHULE,2010,10,46
BEED,2010,10,246
JALGAON,2010,10,118
AKOLA,2010,10,84
PUNE,2010,10,98
KOLHAPUR,2010,10,45
AHMADNAGAR,2010,10,353
PARBHANI,2010,10,182
WARDHA,2012,1,52
AKOLA,2012,1,105
LATUR,2012,1,66
YEVATMAL,2012,1,158
JALNA,2012,1,116
NANDURBAR,2017,8,122
NANDURBAR,2022,6,68
AMRAVATI,2010,10,133
NAGPUR,2010,10,97
BULDANA,2010,10,270
AURANGABAD,2010,10,270
SOLAPUR,2010,10,171
NASIK,2010,10,310
OSMANABAD,2010,10,124
CHANDRAPUR,2010,10,21
HINGOLI,2010,10,103
WARDHA,2010,10,72
LATUR,2010,10,139
JALNA,2010,10,146
SANGLI,2010,10,80
BHANDARA,2010,10,26
YEVATMAL,2010,10,136
WASHIM,2010,10,118
DHULE,2017,5,901
AKOLA,2017,5,1438
WASHIM,2017,5,1386
JALNA,2017,5,1931
AHMADNAGAR,2017,5,3761
AURANGABAD,2017,5,2300
SOLAPUR,2017,5,3039
YEVATMAL,2017,5,1820
BEED,2017,5,2172
NANDED,2017,5,2616
WARDHA,2017,5,373
Mumbai Suburban,2019,6,1
PALGHAR,2017,8,16
PARBHANI,2017,5,1819
LATUR,2017,5,1366
BULDANA,2017,5,2373
SATARA,2017,5,794
KOLHAPUR,2017,5,990
JALGAON,2017,5,1383
NAGPUR,2017,5,624
SANGLI,2017,5,993
PUNE,2017,5,1667
AMRAVATI,2017,5,1284
NASIK,2017,5,2946
OSMANABAD,2017,5,1417
HINGOLI,2017,5,1548
SINDHUDURG,2017,8,12
SATARA,2012,1,52
DHULE,2012,1,41
CHANDRAPUR,2012,1,34
BHANDARA,2017,5,268
BEED,2012,1,127
PUNE,2012,1,98
HINGOLI,2012,1,77
NANDURBAR,2012,1,17
BHANDARA,2012,1,31
RAIGARH,2012,1,12
GONDIYA,2012,1,16
RATNAGIRI,2012,1,4
MUMBAI,2017,8,19
PALGHAR,2020,3,21
THANE,2017,8,32
SINDHUDURG,2015,12,52
GADCHIROLI,2012,1,9
MUMBAI,2012,1,4
CHANDRAPUR,2017,5,346
RATNAGIRI,2017,8,23
RAIGARH,2017,5,54
RATNAGIRI,2017,5,45
0,2017,5,163
SINDHUDURG,2016,8,16
OSMANABAD,2016,5,708
KOLHAPUR,2016,5,499
WASHIM,2016,5,620
PARBHANI,2016,5,888
JALNA,2016,5,1037
BEED,2016,5,1162
NASIK,2016,5,1638
PUNE,2016,5,886
BULDANA,2016,5,1213
WARDHA,2016,5,242
AKOLA,2016,5,849
NAGPUR,2016,5,395
HINGOLI,2016,5,762
BHANDARA,2016,5,151
YEVATMAL,2016,5,786
AMRAVATI,2016,5,789
NANDURBAR,2012,7,25
9999,2012,7,3
WARDHA,2012,7,158
KOLHAPUR,2012,7,118
CHANDRAPUR,2012,7,79
BHANDARA,2012,7,69
SINDHUDURG,2012,7,12
RATNAGIRI,2012,7,5
MUMBAI,2012,7,9
GADCHIROLI,2012,7,18
THANE,2012,7,10
SATARA,2016,5,486
CHANDRAPUR,2016,5,172
THANE,2016,5,70
Mumbai Suburban,2016,8,2
RAIGARH,2016,8,28
RATNAGIRI,2016,8,29
NANDURBAR,2016,5,47
AKOLA,2013,1,1459
LATUR,2013,1,1259
NANDED,2013,1,1730
YEVATMAL,2013,1,2035
CHANDRAPUR,2013,1,470
NANDURBAR,2013,1,192
SANGLI,2013,1,1101
NASIK,2013,1,2851
PARBHANI,2013,1,1200
AHMADNAGAR,2013,1,3500
PUNE,2013,1,1625
AMRAVATI,2013,1,1647
BHANDARA,2013,1,410
JALNA,2013,1,1378
SOLAPUR,2013,1,2175
JALGAON,2013,1,1822
SATARA,2013,1,988
KOLHAPUR,2013,1,800
WASHIM,2013,1,1155
HINGOLI,2013,1,1075
THANE,2013,1,227
GONDIYA,2012,7,37
RATNAGIRI,2020,3,26
WARDHA,2013,1,541
AURANGABAD,2013,1,2258
NAGPUR,2013,1,864
OSMANABAD,2013,1,894
RAIGARH,2013,1,117
BEED,2013,1,1542
DHULE,2013,1,722
BULDANA,2013,1,1927
RAIGARH,2021,3,41
MUMBAI,2018,12,19
JALGAON,2009,1,134
AHMADNAGAR,2009,1,382
SATARA,2009,1,107
SOLAPUR,2009,1,156
NAGPUR,2009,1,25
OSMANABAD,2009,1,65
YEVATMAL,2009,1,32
KOLHAPUR,2009,1,122
NASIK,2009,1,125
PUNE,2009,1,120
AMRAVATI,2009,1,83
SANGLI,2009,1,139
BEED,2009,1,197
CHANDRAPUR,2009,1,12
JALNA,2009,1,22
AURANGABAD,2009,1,78
NANDURBAR,2009,1,16
BULDANA,2009,1,30
DHULE,2009,1,22
SINDHUDURG,2009,1,21
AKOLA,2009,1,39
GADCHIROLI,2013,1,146
GONDIYA,2013,1,257
MUMBAI,2013,1,114
RATNAGIRI,2013,1,94
PALGHAR,2021,3,40
SINDHUDURG,2016,5,11
RATNAGIRI,2016,5,34
RAIGARH,2016,5,35
PALGHAR,2016,5,5
RAIGARH,2012,7,9
SINDHUDURG,2013,1,76
HINGOLI,2010,1,37
THANE,2010,1,7
NANDURBAR,2010,1,17
CHANDRAPUR,2010,1,22
SINDHUDURG,2018,12,23
RATNAGIRI,2015,12,54
RATNAGIRI,2013,12,30
PALGHAR,2018,12,15
RAIGARH,2018,12,24
THANE,2019,7,59
Mumbai Suburban,2017,9,1
MUMBAI,2017,9,43
GADCHIROLI,2013,12,63
SINDHUDURG,2013,12,33
PALGHAR,2019,7,19
RATNAGIRI,2018,12,22
SINDHUDURG,2017,9,15
THANE,2017,9,51
THANE,2021,8,4
Mumbai Suburban,2017,11,8
PALGHAR,2016,2,10
0,2018,12,27
SINDHUDURG,2016,11,54
0,2018,6,23
PALGHAR,2016,11,5
SINDHUDURG,2015,6,42
9999,2013,1,26
PALGHAR,2013,1,2
GADCHIROLI,2016,5,36
RATNAGIRI,2018,6,43
GADCHIROLI,2019,7,211
null,2018,6,1
MUMBAI,2018,6,12
GONDIYA,2010,1,11
MUMBAI,2017,3,52
MUMBAI,2013,6,39
RATNAGIRI,2017,3,46
9999,2013,6,12
RAIGARH,2018,6,22
PALGHAR,2018,6,12
BULDANA,2011,5,157
AURANGABAD,2011,5,159
PARBHANI,2011,5,118
SOLAPUR,2011,5,101
BEED,2011,5,153
NANDED,2011,5,121
AHMADNAGAR,2011,5,285
YEVATMAL,2011,5,114
KOLHAPUR,2011,5,61
JALGAON,2011,5,102
NAGPUR,2011,5,78
SANGLI,2011,5,90
JALNA,2011,5,116
SATARA,2011,5,75
AKOLA,2011,5,81
NASIK,2011,5,253
PUNE,2011,5,140
LATUR,2011,5,70
BHANDARA,2011,5,14
HINGOLI,2011,5,92
WARDHA,2011,5,48
THANE,2011,5,11
WASHIM,2011,5,81
AMRAVATI,2011,5,105
YEVATMAL,2011,9,105
JALNA,2011,9,106
BEED,2011,9,120
AURANGABAD,2011,9,109
JALGAON,2011,9,71
NANDED,2011,9,74
HINGOLI,2011,9,69
AHMADNAGAR,2011,9,123
WASHIM,2011,9,65
BULDANA,2011,9,159
NANDURBAR,2011,9,7
NASIK,2011,9,81
OSMANABAD,2011,9,32
AKOLA,2011,9,55
AMRAVATI,2011,9,52
DHULE,2011,9,32
NAGPUR,2011,9,36
KOLHAPUR,2011,9,18
SANGLI,2011,9,24
PARBHANI,2011,9,67
SOLAPUR,2011,9,42
THANE,2011,9,6
PUNE,2011,9,27
RAIGARH,2016,2,97
CHANDRAPUR,2011,5,36
RAIGARH,2011,5,16
MUMBAI,2011,5,13
DHULE,2011,5,57
GADCHIROLI,2011,5,9
RATNAGIRI,2011,5,10
Mumbai Suburban,2016,2,6
OSMANABAD,2011,5,33
NANDURBAR,2011,5,9
GONDIYA,2011,5,5
RAIGARH,2017,8,7
KOLHAPUR,2020,2,546
SATARA,2020,2,557
OSMANABAD,2022,1,614
JALGAON,2022,1,757
AKOLA,2022,1,1072
BHANDARA,2022,1,183
LATUR,2022,1,685
WARDHA,2022,1,441
AURANGABAD,2022,1,905
BEED,2022,1,1050
AHMADNAGAR,2022,1,1359
WASHIM,2022,1,1165
BULDANA,2022,1,1385
PUNE,2022,1,617
AMRAVATI,2022,1,1127
YEVATMAL,2022,1,1773
NANDED,2022,1,1541
NASIK,2022,1,1079
GONDIYA,2022,1,90
NAGPUR,2022,1,515
SANGLI,2022,1,318
KOLHAPUR,2022,1,417
SATARA,2022,1,432
HINGOLI,2022,1,566
JALNA,2022,1,942
SOLAPUR,2022,1,1292
PARBHANI,2022,1,837
SINDHUDURG,2022,1,74
NANDURBAR,2022,1,83
GADCHIROLI,2022,1,91
DHULE,2022,1,389
CHANDRAPUR,2022,1,349
RATNAGIRI,2022,1,62
MUMBAI,2022,1,67
NANDURBAR,2020,2,116
PALGHAR,2022,1,16
THANE,2020,2,76
0,2020,2,7
SINDHUDURG,2020,2,52
RAIGARH,2020,2,57
MUMBAI,2020,2,42
THANE,2022,1,65
RAIGARH,2022,1,42
PALGHAR,2021,9,15
RATNAGIRI,2020,2,42
BULDANA,2018,7,5668
WASHIM,2018,7,3277
HINGOLI,2018,7,2651
PARBHANI,2018,7,4806
YEVATMAL,2018,7,3524
JALNA,2018,7,3767
SOLAPUR,2018,7,3473
NASIK,2018,7,3246
LATUR,2018,7,2651
AHMADNAGAR,2018,7,3707
AKOLA,2018,7,2474
PUNE,2018,7,1230
NANDED,2018,7,6896
SANGLI,2018,7,832
WARDHA,2018,7,694
AURANGABAD,2018,7,4173
AMRAVATI,2018,7,1977
OSMANABAD,2018,7,2290
JALGAON,2018,7,2567
KOLHAPUR,2018,7,510
BEED,2018,7,3742
SATARA,2018,7,764
GONDIYA,2018,7,164
DHULE,2018,7,827
NAGPUR,2018,7,743
NANDURBAR,2018,7,129
CHANDRAPUR,2018,7,671
BHANDARA,2018,7,302
MUMBAI,2018,7,25
RATNAGIRI,2018,7,26
0,2018,7,1
GADCHIROLI,2018,7,107
RAIGARH,2018,7,44
GADCHIROLI,2021,2,26
RATNAGIRI,2021,2,47
SINDHUDURG,2021,2,31
PALGHAR,2021,2,27
GADCHIROLI,2014,7,82
NANDURBAR,2014,7,119
PALGHAR,2020,2,22
0,2021,2,2
RATNAGIRI,2023,1,14
SINDHUDURG,2014,7,46
THANE,2014,7,81
9999,2014,7,6
MUMBAI,2023,1,5
RAIGARH,2020,9,20
THANE,2020,9,32
MUMBAI,2020,10,13
GADCHIROLI,2020,10,36
GADCHIROLI,2020,9,25
MUMBAI,2017,2,51
PALGHAR,2020,9,28
MUMBAI,2020,9,14
RATNAGIRI,2020,9,20
SINDHUDURG,2020,9,23
GADCHIROLI,2018,11,38
KOLHAPUR,2010,7,30
GONDIYA,2010,7,16
OSMANABAD,2010,7,99
SANGLI,2010,7,55
MUMBAI,2018,11,17
THANE,2018,11,38
GONDIYA,2018,11,56
HINGOLI,2010,7,105
Mumbai Suburban,2021,3,3
0,2021,9,5
PALGHAR,2022,3,16
MUMBAI,2021,9,14
NANDED,2017,4,2051
PARBHANI,2009,12,102
GONDIYA,2009,12,15
JALNA,2009,12,127
AHMADNAGAR,2009,12,349
SANGLI,2009,12,77
AURANGABAD,2009,12,274
LATUR,2009,12,80
NASIK,2009,12,171
PUNE,2009,12,88
WASHIM,2009,12,65
OSMANABAD,2009,12,105
WARDHA,2009,12,28
SOLAPUR,2009,12,78
BEED,2009,12,134
JALGAON,2009,12,131
YEVATMAL,2009,12,45
AHMADNAGAR,2018,1,3213
DHULE,2018,1,541
BEED,2018,1,2032
BULDANA,2018,1,1752
JALGAON,2018,1,1137
SOLAPUR,2018,1,2890
AMRAVATI,2018,1,1089
PARBHANI,2018,1,1545
HINGOLI,2018,1,1098
CHANDRAPUR,2018,1,241
JALNA,2018,1,2036
AMRAVATI,2009,12,57
HINGOLI,2009,12,49
BULDANA,2009,12,126
SATARA,2018,1,551
NANDED,2018,1,1954
AURANGABAD,2018,1,2050
LATUR,2018,1,1031
AKOLA,2018,1,983
NAGPUR,2018,1,424
KOLHAPUR,2018,1,572
NASIK,2018,1,2323
PUNE,2018,1,1211
WASHIM,2018,1,997
OSMANABAD,2018,1,1317
0,2018,1,137
NANDURBAR,2018,1,87
YEVATMAL,2018,1,1324
NANDED,2009,12,122
KOLHAPUR,2009,12,31
AKOLA,2009,12,48
SATARA,2009,12,44
BHANDARA,2009,12,15
NAGPUR,2009,12,41
GADCHIROLI,2009,12,2
DHULE,2009,12,42
0,2017,4,163
JALGAON,2017,4,968
NANDURBAR,2017,4,82
SANGLI,2017,4,730
AHMADNAGAR,2017,4,3050
AURANGABAD,2017,4,1669
HINGOLI,2017,4,1211
BULDANA,2017,4,1668
BEED,2017,4,1792
NAGPUR,2017,4,470
AMRAVATI,2017,4,1104
KOLHAPUR,2017,4,687
WARDHA,2017,4,348
NASIK,2017,4,2038
SOLAPUR,2017,4,2826
THANE,2017,4,78
LATUR,2017,4,1301
OSMANABAD,2017,4,1294
DHULE,2017,4,650
SATARA,2017,4,660
RAIGARH,2017,4,37
WASHIM,2017,4,1019
JALNA,2017,4,1580
YEVATMAL,2017,4,1183
PARBHANI,2017,4,1427
AKOLA,2017,4,1154
PUNE,2017,4,1409
CHANDRAPUR,2017,4,285
BHANDARA,2017,4,213
GADCHIROLI,2017,4,88
GONDIYA,2017,4,145
SANGLI,2018,1,566
WARDHA,2018,1,371
GONDIYA,2018,1,147
BULDANA,2015,7,5875
OSMANABAD,2015,7,1791
AURANGABAD,2015,7,3449
NANDED,2015,7,4429
JALGAON,2015,7,3179
WARDHA,2015,7,829
PUNE,2015,7,972
JALNA,2015,7,3667
NAGPUR,2015,7,767
SOLAPUR,2015,7,2941
NASIK,2015,7,3516
AMRAVATI,2015,7,2268
SATARA,2015,7,674
AKOLA,2015,7,2523
WASHIM,2015,7,3356
YEVATMAL,2015,7,2929
AHMADNAGAR,2015,7,3046
BEED,2015,7,3300
KOLHAPUR,2015,7,554
SANGLI,2015,7,898
HINGOLI,2015,7,2666
GONDIYA,2015,7,119
PARBHANI,2015,7,3658
GADCHIROLI,2015,7,96
SANGLI,2010,3,113
BEED,2010,3,276
SATARA,2010,3,119
BULDANA,2010,3,413
PUNE,2010,3,227
AMRAVATI,2010,3,180
NASIK,2010,3,356
JALGAON,2010,3,255
AKOLA,2010,3,125
DHULE,2010,3,111
KOLHAPUR,2010,3,102
AHMADNAGAR,2010,3,597
OSMANABAD,2010,3,258
NANDED,2010,3,255
BHANDARA,2010,3,58
SOLAPUR,2010,3,203
YEVATMAL,2010,3,107
AURANGABAD,2010,3,447
RATNAGIRI,2010,3,9
JALNA,2010,3,285
WASHIM,2010,3,127
LATUR,2010,3,129
PARBHANI,2010,3,234
HINGOLI,2010,3,98
LATUR,2015,7,1580
DHULE,2015,7,891
BHANDARA,2015,7,222
GADCHIROLI,2009,6,6
AHMADNAGAR,2009,6,915
AURANGABAD,2009,6,453
SANGLI,2009,6,313
BHANDARA,2018,1,157
SINDHUDURG,2018,1,33
SOLAPUR,2009,6,255
NASIK,2009,6,344
BHANDARA,2009,6,47
JALGAON,2009,6,461
LATUR,2009,6,76
OSMANABAD,2009,6,188
AMRAVATI,2009,6,506
NANDED,2009,6,297
BEED,2009,6,342
KOLHAPUR,2009,6,199
9999,2009,6,121
YEVATMAL,2009,6,233
PARBHANI,2009,6,542
PUNE,2009,6,272
NANDURBAR,2009,6,36
JALNA,2009,6,177
SATARA,2009,6,219
WARDHA,2009,6,82
NAGPUR,2009,6,184
BULDANA,2009,6,285
AKOLA,2009,6,119
SINDHUDURG,2009,6,26
CHANDRAPUR,2009,6,39
CHANDRAPUR,2015,7,429
NANDURBAR,2015,7,89
NAGPUR,2010,3,116
WARDHA,2010,3,72
CHANDRAPUR,2010,3,44
GONDIYA,2010,3,37
DHULE,2009,6,99
RAIGARH,2010,3,7
MUMBAI,2010,3,40
THANE,2015,7,60
SINDHUDURG,2015,7,20
RATNAGIRI,2018,1,63
THANE,2018,1,79
GONDIYA,2009,6,24
WASHIM,2009,6,169
9999,2010,3,2
SINDHUDURG,2010,3,13
THANE,2010,3,17
NANDURBAR,2010,3,21
THANE,2009,6,41
HINGOLI,2009,6,47
NANDED,2010,11,137
AKOLA,2010,11,89
BULDANA,2010,11,222
JALNA,2010,11,96
AURANGABAD,2010,11,161
NASIK,2010,11,255
BEED,2010,11,131
LATUR,2010,11,94
AMRAVATI,2010,11,132
JALGAON,2010,11,106
WASHIM,2010,11,114
PARBHANI,2010,11,95
SATARA,2010,11,58
DHULE,2010,11,44
SANGLI,2010,11,65
RAIGARH,2010,11,4
YEVATMAL,2010,11,129
SOLAPUR,2010,11,117
AHMADNAGAR,2010,11,204
OSMANABAD,2010,11,83
HINGOLI,2010,11,74
PUNE,2010,11,61
WARDHA,2010,11,44
NANDURBAR,2010,11,12
NAGPUR,2010,11,34
BHANDARA,2010,11,20
KOLHAPUR,2010,11,20
RAIGARH,2018,5,41
CHANDRAPUR,2010,11,19
THANE,2018,7,68
SINDHUDURG,2018,7,23
PALGHAR,2018,7,6
GONDIYA,2010,11,9
GADCHIROLI,2010,11,5
PALGHAR,2018,11,15
GONDIYA,2021,10,97
DHULE,2021,10,253
HINGOLI,2021,10,945
CHANDRAPUR,2021,10,381
SANGLI,2021,10,328
SATARA,2021,10,353
KOLHAPUR,2021,10,266
BHANDARA,2021,10,150
PALGHAR,2021,10,25
NANDURBAR,2021,10,81
RATNAGIRI,2021,10,40
GADCHIROLI,2021,10,77
THANE,2021,10,62
MUMBAI,2021,10,27
SINDHUDURG,2021,10,27
PALGHAR,2020,8,8
MUMBAI,2020,8,12
RATNAGIRI,2020,8,4
AHMADNAGAR,2011,2,106
BULDANA,2011,2,96
SINDHUDURG,2011,2,5
JALGAON,2011,2,66
NANDED,2011,2,47
AURANGABAD,2011,2,89
YEVATMAL,2011,2,70
NASIK,2011,2,121
PARBHANI,2011,2,42
BEED,2011,2,66
KOLHAPUR,2011,2,16
PUNE,2011,2,46
AURANGABAD,2010,2,372
JALNA,2010,2,225
AHMADNAGAR,2010,2,458
WASHIM,2010,2,73
JALGAON,2010,2,176
BULDANA,2010,2,279
NAGPUR,2010,2,66
OSMANABAD,2011,2,35
AKOLA,2011,2,42
WASHIM,2011,2,39
JALNA,2011,2,44
SATARA,2011,2,25
MUMBAI,2016,5,25
SINDHUDURG,2017,4,47
RATNAGIRI,2017,4,55
DHULE,2016,10,898
SINDHUDURG,2016,10,24
RAIGARH,2016,10,39
GONDIYA,2016,10,173
BHANDARA,2016,10,289
0,2016,10,285
MUMBAI,2017,4,34
PALGHAR,2015,7,2
RATNAGIRI,2015,7,25
RAIGARH,2015,7,21
PALGHAR,2017,4,21
MUMBAI,2015,7,9
